"","x"
"Obj","Cotton"
"GFDL.q100.location","2977.85322291019"
"GFDL.q100.90LB","2057.22635494208"
"GFDL.q100.90UB","3210.44478430309"
"GFDL.q500.location","3288.49263156963"
"GFDL.q500.90LB","2034.15282981486"
"GFDL.q500.90UB","3589.91572415433"
"CCSM.q100.location","2977.85322291019"
"CCSM.q100.90LB","2034.28414572345"
"CCSM.q100.90UB","3228.85900744298"
"CCSM.q500.location","3288.49263156963"
"CCSM.q500.90LB","2037.6262871143"
"CCSM.q500.90UB","3588.23153771845"
