"","x"
"Obj","Recession"
"GFDL.q100.location","5209.93772923504"
"GFDL.q100.90LB","2926.99689435982"
"GFDL.q100.90UB","5172.65824248609"
"GFDL.q500.location","7233.82167275532"
"GFDL.q500.90LB","4117.56312733092"
"GFDL.q500.90UB","8532.30165754796"
"CCSM.q100.location","6523.86966208999"
"CCSM.q100.90LB","3407.57932916661"
"CCSM.q100.90UB","6346.19887521186"
"CCSM.q500.location","9045.38991426541"
"CCSM.q500.90LB","4671.28005988822"
"CCSM.q500.90UB","11225.059266183"
