"","x"
"Obj","Cotton"
"GFDL.q100.location","3253.08411839065"
"GFDL.q100.90LB","2611.00354443302"
"GFDL.q100.90UB","7864.7413091996"
"GFDL.q500.location","3880.93373878463"
"GFDL.q500.90LB","2654.26276640946"
"GFDL.q500.90UB","18761.0378990902"
"CCSM.q100.location","3253.08411839065"
"CCSM.q100.90LB","2542.61801227277"
"CCSM.q100.90UB","6760.88963139097"
"CCSM.q500.location","3880.93373878463"
"CCSM.q500.90LB","2625.95347049539"
"CCSM.q500.90UB","15507.3920696909"
