"","x"
"Obj","Uncontrolled"
"GFDL.q100.location","3570.60479365151"
"GFDL.q100.90LB","2450.49094510416"
"GFDL.q100.90UB","3817.75873851801"
"GFDL.q500.location","3934.03217544257"
"GFDL.q500.90LB","2455.64604192681"
"GFDL.q500.90UB","4286.08492926657"
"CCSM.q100.location","3570.60479365151"
"CCSM.q100.90LB","2458.9260039333"
"CCSM.q100.90UB","3860.97643236548"
"CCSM.q500.location","3934.03217544257"
"CCSM.q500.90LB","2463.65617391608"
"CCSM.q500.90UB","4280.8675518149"
