"","x"
"Obj","Sugar"
"GFDL.q100.location","5808.15817270628"
"GFDL.q100.90LB","3269.32983172875"
"GFDL.q100.90UB","6025.36721504318"
"GFDL.q500.location","8095.76502468851"
"GFDL.q500.90LB","4429.82540631525"
"GFDL.q500.90UB","10386.4037989902"
"CCSM.q100.location","5892.02214893514"
"CCSM.q100.90LB","2778.53004261698"
"CCSM.q100.90UB","4881.62195785629"
"CCSM.q500.location","7108.27480598236"
"CCSM.q500.90LB","3310.97433876924"
"CCSM.q500.90UB","6963.38910037411"
