"","x"
"Obj","Environment"
"GFDL.q100.location","2594.15361697536"
"GFDL.q100.90LB","2318.04101339235"
"GFDL.q100.90UB","3568.62603376435"
"GFDL.q500.location","2949.52904821472"
"GFDL.q500.90LB","2393.71790481092"
"GFDL.q500.90UB","4891.67717115683"
"CCSM.q100.location","2594.15361697536"
"CCSM.q100.90LB","2250.60404240471"
"CCSM.q100.90UB","3477.99504357917"
"CCSM.q500.location","2949.52904821472"
"CCSM.q500.90LB","2379.07397038779"
"CCSM.q500.90UB","5131.76591941871"
