"","x"
"Obj","Environment"
"GFDL.q100.location","2523.02606431479"
"GFDL.q100.90LB","1766.9857863879"
"GFDL.q100.90UB","2758.03843946155"
"GFDL.q500.location","2785.23002404384"
"GFDL.q500.90LB","1706.0576747509"
"GFDL.q500.90UB","3019.08055924895"
"CCSM.q100.location","2523.02606431479"
"CCSM.q100.90LB","1700.40016202369"
"CCSM.q100.90UB","2727.37999750397"
"CCSM.q500.location","2785.23002404384"
"CCSM.q500.90LB","1701.14566891688"
"CCSM.q500.90UB","3033.06107841232"
