"","x"
"Obj","Uncontrolled"
"GFDL.q100.location","8518.31394191004"
"GFDL.q100.90LB","4832.86252908896"
"GFDL.q100.90UB","8235.05705350728"
"GFDL.q500.location","11512.2047192367"
"GFDL.q500.90LB","6537.20467132104"
"GFDL.q500.90UB","13250.5324991192"
"CCSM.q100.location","8678.51565242748"
"CCSM.q100.90LB","4698.27164952469"
"CCSM.q100.90UB","8221.69362882731"
"CCSM.q500.location","11443.3260542175"
"CCSM.q500.90LB","6262.25634579442"
"CCSM.q500.90UB","13291.6616661239"
