"","x"
"Obj","Uncontrolled"
"GFDL.q100.location","3782.92860672017"
"GFDL.q100.90LB","2478.92181392909"
"GFDL.q100.90UB","6410.82736274683"
"GFDL.q500.location","4389.97979426657"
"GFDL.q500.90LB","3007.12892845047"
"GFDL.q500.90UB","12505.2802159177"
"CCSM.q100.location","3782.92860672017"
"CCSM.q100.90LB","2974.40260448736"
"CCSM.q100.90UB","6082.43641724953"
"CCSM.q500.location","4389.97979426657"
"CCSM.q500.90LB","3021.9145143531"
"CCSM.q500.90UB","10609.4425581286"
