"","x"
"Obj","Recession"
"GFDL.q100.location","2543.00149265204"
"GFDL.q100.90LB","2278.00166092228"
"GFDL.q100.90UB","3831.20024688298"
"GFDL.q500.location","2773.70601861073"
"GFDL.q500.90LB","2383.04704063014"
"GFDL.q500.90UB","5500.44802408458"
"CCSM.q100.location","2543.00149265204"
"CCSM.q100.90LB","2275.99996161568"
"CCSM.q100.90UB","3672.21469375617"
"CCSM.q500.location","2773.70601861073"
"CCSM.q500.90LB","2394.5137145821"
"CCSM.q500.90UB","5307.34721917588"
