"","x"
"Obj","Recession"
"GFDL.q100.location","2549.61103044672"
"GFDL.q100.90LB","1882.96678156176"
"GFDL.q100.90UB","2747.32315549858"
"GFDL.q500.location","2763.82649466957"
"GFDL.q500.90LB","1848.31753820475"
"GFDL.q500.90UB","2981.84185962449"
"CCSM.q100.location","2549.61103044672"
"CCSM.q100.90LB","1850.99616017403"
"CCSM.q100.90UB","2738.91739592148"
"CCSM.q500.location","2763.82649466957"
"CCSM.q500.90LB","1854.41885972366"
"CCSM.q500.90UB","2984.87264698291"
