"","x"
"Obj","Sugar"
"GFDL.q100.location","2708.80970205762"
"GFDL.q100.90LB","2330.8032666858"
"GFDL.q100.90UB","3004.38405478592"
"GFDL.q500.location","2885.59330845809"
"GFDL.q500.90LB","2466.23853882335"
"GFDL.q500.90UB","3360.57222984391"
"CCSM.q100.location","2708.80970205762"
"CCSM.q100.90LB","2427.89252021305"
"CCSM.q100.90UB","2972.59491730312"
"CCSM.q500.location","2885.59330845809"
"CCSM.q500.90LB","2522.2781967004"
"CCSM.q500.90UB","3361.09465737731"
