"","x"
"Obj","Cotton"
"GFDL.q100.location","4988.30381375214"
"GFDL.q100.90LB","2580.41683897597"
"GFDL.q100.90UB","4248.79769867155"
"GFDL.q500.location","6140.57349170111"
"GFDL.q500.90LB","3234.65745982836"
"GFDL.q500.90UB","6022.51290118092"
"CCSM.q100.location","5849.64298731422"
"CCSM.q100.90LB","2878.17934119481"
"CCSM.q100.90UB","4597.98686631147"
"CCSM.q500.location","6839.7503647839"
"CCSM.q500.90LB","3439.76070972728"
"CCSM.q500.90UB","6364.77973443039"
